iter	Passed	Remaining
360	3978	29082
361	3992	29091
362	4002	29079
363	4015	29080
364	4028	29081
365	4037	29056
366	4050	29058
367	4064	29071
368	4079	29087
369	4094	29100
370	4105	29092
371	4116	29078
372	4129	29082
373	4142	29083
374	4154	29081
375	4164	29063
376	4189	29148
377	4199	29128
378	4214	29143
379	4226	29137
380	4232	29097
381	4245	29096
382	4258	29099
383	4269	29087
384	4278	29059
385	4291	29063
386	4303	29057
387	4313	29036
388	4324	29027
389	4339	29041
390	4351	29037
391	4360	29009
392	4372	29008
393	4380	28971
394	4391	28959
395	4402	28951
396	4409	28913
397	4419	28894
398	4426	28854
399	4436	28836
400	4443	28800
401	4452	28777
402	4459	28740
403	4482	28804
404	4489	28765
405	4497	28737
406	4506	28710
407	4517	28700
408	4525	28671
409	4536	28659
410	4546	28637
411	4555	28615
412	4567	28612
413	4575	28583
414	4587	28574
415	4599	28566
416	4608	28545
417	4622	28555
418	4634	28545
419	4644	28533
420	4655	28520
421	4665	28504
422	4674	28476
423	4684	28462
424	4695	28449
425	4704	28425
426	4715	28417
427	4726	28404
428	4736	28382
429	4747	28373
430	4758	28362
431	4766	28336
432	4776	28317
433	4785	28291
434	4795	28279
435	4804	28255
436	4815	28243
437	4827	28235
438	4836	28212
439	4848	28211
440	4863	28221
441	4877	28227
442	4889	28224
443	4901	28213
444	4915	28223
445	4930	28233
446	4945	28245
447	4960	28256
448	4970	28237
449	4982	28232
450	4994	28230
451	5006	28222
452	5016	28207
453	5028	28202
454	5040	28193
455	5048	28163
456	5058	28149
457	5067	28125
458	5076	28103
459	5087	28089
460	5095	28065
461	5105	28047
462	5114	28027
463	5123	28005
464	5131	27976
465	5141	27957
466	5150	27935
467	5157	27904
468	5166	27879
469	5174	27856
470	5183	27833
471	5191	27802
472	5199	27777
473	5206	27747
474	5215	27723
475	5222	27694
476	5231	27670
477	5240	27649
478	5250	27635
479	5259	27611
480	5268	27589
481	5275	27560
482	5285	27544
483	5293	27516
484	5301	27492
485	5309	27462
486	5318	27445
487	5326	27417
488	5335	27396
489	5342	27366
490	5352	27348
491	5360	27323
492	5367	27295
493	5374	27266
494	5385	27253
495	5394	27232
496	5402	27206
497	5411	27185
498	5418	27157
499	5427	27139
500	5435	27112
501	5444	27093
502	5452	27065
503	5461	27047
504	5468	27019
505	5478	27003
506	5486	26976
507	5496	26963
508	5504	26939
509	5514	26924
510	5523	26903
511	5533	26887
512	5548	26897
513	5560	26892
514	5568	26871
515	5582	26872
516	5597	26882
517	5610	26880
518	5619	26863
519	5633	26868
520	5647	26870
521	5659	26868
522	5670	26855
523	5683	26856
524	5698	26862
525	5712	26866
526	5726	26873
527	5741	26881
528	5754	26880
529	5766	26872
530	5779	26875
531	5793	26875
532	5806	26874
533	5815	26855
534	5828	26853
535	5839	26845
536	5853	26849
537	5862	26827
538	5873	26816
539	5880	26790
540	5891	26780
541	5901	26762
542	5909	26737
543	5920	26727
544	5929	26710
545	5943	26712
546	5954	26704
547	5966	26695
548	5976	26683
549	5987	26672
550	5996	26654
551	6006	26635
552	6015	26616
553	6025	26602
554	6034	26583
555	6042	26559
556	6051	26541
557	6059	26519
558	6068	26500
559	6076	26475
560	6085	26458
561	6093	26433
562	6103	26417
563	6110	26394
564	6120	26376
565	6127	26352
566	6137	26335
567	6146	26317
568	6154	26293
569	6163	26274
570	6172	26255
571	6181	26238
572	6189	26215
573	6198	26198
574	6206	26174
575	6215	26155
576	6223	26132
577	6233	26119
578	6241	26095
579	6251	26082
580	6259	26062
581	6270	26050
582	6282	26044
583	6292	26032
584	6303	26023
585	6317	26025
586	6330	26022
587	6339	26006
588	6353	26005
589	6367	26007
590	6380	26005
591	6392	26000
592	6404	25995
593	6417	25993
594	6430	25992
595	6443	25990
596	6454	25978
597	6465	25969
598	6480	25975
599	6494	25977
600	6507	25975
601	6517	25961
602	6532	25966
603	6546	25968
604	6558	25964
605	6572	25962
606	6581	25945
607	6594	25946
608	6606	25936
609	6616	25922
610	6627	25913
611	6639	25906
612	6646	25881
613	6657	25870
614	6664	25846
615	6675	25835
616	6685	25820
617	6694	25804
618	6704	25787
619	6711	25764
620	6721	25747
621	6728	25722
622	6737	25705
623	6744	25681
624	6753	25664
625	6761	25640
626	6771	25626
627	6779	25605
628	6789	25592
629	6799	25577
630	6807	25556
631	6816	25538
632	6823	25515
633	6832	25499
634	6840	25477
635	6849	25460
636	6857	25436
637	6865	25417
638	6872	25392
639	6881	25376
640	6889	25356
641	6898	25339
642	6906	25316
643	6915	25299
644	6922	25275
645	6932	25261
646	6939	25238
647	6948	25220
648	6955	25196
649	6964	25179
650	6972	25157
651	6983	25150
652	6991	25128
653	7000	25110
654	7007	25086
655	7015	25068
656	7022	25044
657	7032	25030
658	7039	25007
659	7049	24994
660	7062	24989
661	7070	24972
662	7082	24963
663	7092	24952
664	7101	24936
665	7112	24925
666	7126	24926
667	7135	24910
668	7146	24900
669	7155	24884
670	7165	24869
671	7175	24858
672	7183	24837
673	7193	24825
674	7201	24806
675	7213	24797
676	7223	24785
677	7233	24774
678	7245	24767
679	7255	24755
680	7270	24758
681	7280	24744
682	7291	24735
683	7300	24719
684	7310	24706
685	7318	24685
686	7327	24668
687	7334	24647
688	7342	24629
689	7350	24607
690	7359	24592
691	7366	24569
692	7375	24553
693	7382	24531
694	7393	24521
695	7402	24505
696	7411	24487
697	7419	24470
698	7427	24448
699	7435	24431
700	7442	24409
701	7451	24391
702	7458	24370
703	7467	24353
704	7474	24332
705	7483	24314
706	7490	24292
707	7497	24270
708	7505	24252
709	7513	24232
710	7523	24219
711	7531	24202
712	7539	24184
713	7547	24165
714	7555	24146
715	7563	24125
716	7574	24116
717	7583	24102
718	7590	24081
719	7600	24068
720	7608	24050
721	7619	24040
722	7631	24033
723	7638	24013
724	7647	23997
725	7655	23979
726	7664	23964
727	7672	23943
728	7681	23929
729	7689	23912
730	7699	23900
731	7707	23879
732	7715	23863
733	7723	23843
734	7733	23830
735	7740	23809
736	7749	23793
737	7756	23772
738	7765	23759
739	7773	23739
740	7783	23727
741	7792	23713
742	7800	23694
743	7808	23677
744	7817	23663
745	7827	23649
746	7834	23630
747	7843	23615
748	7850	23594
749	7859	23579
750	7866	23558
751	7875	23543
752	7882	23522
753	7891	23507
754	7899	23489
755	7908	23474
756	7916	23456
757	7925	23442
758	7932	23422
759	7942	23408
760	7949	23389
761	7959	23376
762	7968	23361
763	7977	23347
764	7984	23327
765	7994	23314
766	8001	23294
767	8010	23279
768	8017	23259
769	8026	23245
770	8033	23224
771	8043	23213
772	8051	23196
773	8060	23182
774	8068	23165
775	8076	23147
776	8084	23130
777	8092	23112
778	8101	23098
779	8110	23084
780	8119	23068
781	8126	23048
782	8135	23033
783	8142	23016
784	8153	23005
785	8161	22990
786	8173	22983
787	8180	22963
788	8189	22950
789	8197	22932
790	8206	22918
791	8215	22903
792	8223	22885
793	8232	22873
794	8240	22854
795	8248	22839
796	8257	22824
797	8266	22811
798	8274	22794
799	8284	22782
800	8292	22766
801	8302	22753
802	8309	22733
803	8334	22764
804	8341	22746
805	8350	22731
806	8357	22712
807	8367	22698
808	8374	22680
809	8382	22664
810	8390	22646
811	8400	22636
812	8408	22619
813	8417	22605
814	8425	22587
815	8434	22574
816	8441	22554
817	8450	22540
818	8457	22521
819	8466	22508
820	8473	22490
821	8483	22478
822	8490	22459
823	8499	22444
824	8506	22426
825	8515	22412
826	8522	22393
827	8531	22380
828	8539	22362
829	8549	22352
830	8558	22339
831	8566	22322
832	8575	22308
833	8582	22290
834	8592	22278
835	8600	22261
836	8608	22246
837	8616	22229
838	8624	22214
839	8632	22196
840	8641	22183
841	8648	22164
842	8656	22148
843	8663	22130
844	8670	22112
845	8679	22099
846	8688	22084
847	8696	22069
848	8705	22055
849	8712	22038
850	8722	22025
851	8730	22010
852	8740	21999
853	8748	21982
854	8757	21971
855	8765	21953
856	8773	21939
857	8780	21921
858	8790	21909
859	8798	21893
860	8807	21881
861	8815	21864
862	8824	21850
863	8831	21833
864	8839	21818
865	8847	21800
866	8855	21787
867	8863	21769
868	8871	21755
869	8878	21737
870	8887	21724
871	8895	21707
872	8905	21697
873	8912	21680
874	8921	21665
875	8928	21648
876	8940	21641
877	8948	21627
878	8957	21614
879	8966	21600
880	8973	21583
881	8982	21569
882	8990	21553
883	8999	21541
884	9007	21526
885	9016	21513
886	9024	21496
887	9032	21482
888	9045	21478
889	9056	21470
890	9068	21465
891	9078	21455
892	9090	21447
893	9100	21439
894	9109	21424
895	9119	21414
896	9127	21399
897	9135	21382
898	9142	21366
899	9150	21351
900	9158	21334
901	9167	21322
902	9174	21306
903	9184	21294
904	9192	21280
905	9200	21263
906	9207	21246
907	9217	21236
908	9225	21221
909	9232	21205
910	9240	21188
911	9248	21174
912	9256	21158
913	9265	21146
914	9275	21136
915	9283	21120
916	9292	21109
917	9300	21094
918	9309	21081
919	9317	21065
920	9326	21053
921	9334	21037
922	9342	21023
923	9350	21007
924	9359	20996
925	9367	20980
926	9376	20967
927	9383	20950
928	9393	20939
929	9400	20923
930	9410	20913
931	9417	20897
932	9426	20884
933	9434	20868
934	9442	20855
935	9449	20838
936	9458	20825
937	9466	20810
938	9475	20797
939	9482	20781
940	9492	20770
941	9499	20754
942	9508	20742
943	9516	20727
944	9524	20712
945	9532	20697
946	9541	20685
947	9549	20671
948	9557	20656
949	9566	20643
950	9573	20627
951	9582	20613
952	9589	20598
953	9598	20585
954	9605	20569
955	9612	20553
956	9624	20545
957	9635	20538
958	9644	20526
959	9655	20518
960	9665	20508
961	9674	20496
962	9688	20494
963	9699	20486
964	9708	20473
965	9721	20468
966	9732	20460
967	9742	20451
968	9757	20450
969	9769	20445
970	9781	20439
971	9790	20428
972	9807	20431
973	9832	20453
974	9844	20447
975	9855	20437
976	9872	20441
977	9886	20440
978	9901	20439
979	9917	20441
980	9928	20434
981	9940	20427
982	9951	20418
983	9962	20410
984	9977	20411
985	9988	20403
986	10001	20398
987	10019	20404
988	10035	20405
989	10044	20393
990	10052	20378
991	10061	20365
992	10068	20349
993	10078	20338
994	10085	20323
995	10094	20310
996	10101	20295
997	10110	20282
998	10117	20265
999	10130	20260
1000	10139	20247
1001	10146	20232
1002	10157	20223
1003	10166	20210
1004	10176	20200
1005	10185	20187
1006	10193	20174
1007	10200	20158
1008	10209	20146
1009	10216	20129
1010	10225	20117
1011	10233	20102
1012	10243	20091
1013	10250	20075
1014	10260	20066
1015	10267	20050
1016	10276	20037
1017	10283	20021
1018	10292	20008
1019	10299	19993
1020	10309	19983
1021	10318	19971
1022	10327	19958
1023	10336	19945
1024	10343	19930
1025	10351	19916
1026	10360	19904
1027	10369	19892
1028	10377	19877
1029	10385	19864
1030	10393	19849
1031	10403	19839
1032	10411	19825
1033	10420	19812
1034	10427	19796
1035	10436	19785
1036	10443	19769
1037	10454	19760
1038	10465	19753
1039	10474	19741
1040	10483	19727
1041	10491	19713
1042	10500	19701
1043	10507	19686
1044	10516	19674
1045	10523	19659
1046	10533	19648
1047	10542	19635
1048	10552	19625
1049	10559	19610
1050	10568	19599
1051	10576	19583
1052	10584	19571
1053	10591	19555
1054	10600	19542
1055	10607	19527
1056	10616	19515
1057	10623	19499
1058	10632	19487
1059	10638	19471
1060	10648	19459
1061	10655	19444
1062	10664	19433
1063	10672	19418
1064	10680	19406
1065	10689	19393
1066	10698	19380
1067	10705	19365
1068	10714	19353
1069	10721	19338
1070	10730	19327
1071	10737	19312
1072	10746	19299
1073	10753	19283
1074	10762	19272
1075	10771	19259
1076	10779	19247
1077	10787	19232
1078	10796	19221
1079	10803	19206
1080	10812	19193
1081	10820	19180
1082	10829	19169
1083	10837	19155
1084	10846	19143
1085	10853	19128
1086	10862	19117
1087	10870	19103
1088	10880	19093
1089	10889	19081
1090	10896	19067
1091	10903	19051
1092	10912	19039
1093	10919	19023
1094	10928	19012
1095	10935	18997
1096	10943	18984
1097	10950	18969
1098	10960	18958
1099	10967	18943
1100	10976	18932
1101	10983	18917
1102	10992	18905
1103	10999	18891
1104	11008	18879
1105	11016	18865
1106	11024	18852
1107	11032	18838
1108	11041	18827
1109	11048	18812
1110	11057	18801
1111	11064	18786
1112	11074	18776
1113	11082	18762
1114	11091	18750
1115	11098	18735
1116	11108	18725
1117	11118	18716
1118	11125	18702
1119	11134	18690
1120	11142	18677
1121	11151	18666
1122	11159	18651
1123	11168	18639
1124	11175	18625
1125	11183	18613
1126	11192	18601
1127	11201	18590
1128	11209	18576
1129	11218	18565
1130	11226	18551
1131	11235	18540
1132	11242	18526
1133	11252	18516
1134	11260	18502
1135	11269	18491
1136	11277	18478
1137	11288	18469
1138	11297	18458
1139	11304	18444
1140	11313	18432
1141	11320	18418
1142	11330	18408
1143	11337	18393
1144	11345	18381
1145	11352	18366
1146	11359	18352
1147	11368	18340
1148	11375	18325
1149	11385	18316
1150	11393	18302
1151	11400	18289
1152	11408	18274
1153	11416	18263
1154	11424	18249
1155	11433	18237
1156	11440	18223
1157	11449	18211
1158	11456	18197
1159	11465	18186
1160	11472	18172
1161	11482	18162
1162	11489	18148
1163	11498	18137
1164	11505	18122
1165	11514	18110
1166	11520	18095
1167	11529	18083
1168	11536	18070
1169	11546	18059
1170	11553	18045
1171	11564	18036
1172	11571	18023
1173	11580	18012
1174	11589	17999
1175	11597	17987
1176	11605	17975
1177	11612	17961
1178	11620	17947
1179	11629	17936
1180	11637	17923
1181	11645	17912
1182	11653	17898
1183	11661	17886
1184	11670	17875
1185	11679	17863
1186	11688	17853
1187	11696	17840
1188	11705	17829
1189	11713	17816
1190	11724	17807
1191	11731	17794
1192	11741	17784
1193	11748	17770
1194	11756	17758
1195	11763	17744
1196	11773	17733
1197	11780	17719
1198	11789	17708
1199	11796	17695
1200	11807	17686
1201	11817	17677
1202	11829	17671
1203	11843	17667
1204	11856	17661
1205	11870	17658
1206	11882	17651
1207	11893	17642
1208	11905	17636
1209	11919	17633
1210	11934	17630
1211	11949	17628
1212	11958	17617
1213	11975	17617
1214	11987	17611
1215	11998	17602
1216	12009	17595
1217	12022	17589
1218	12035	17584
1219	12046	17575
1220	12057	17568
1221	12071	17563
1222	12083	17557
1223	12097	17553
1224	12107	17544
1225	12122	17541
1226	12138	17539
1227	12149	17531
1228	12162	17526
1229	12178	17525
1230	12198	17530
1231	12214	17528
1232	12228	17524
1233	12239	17515
1234	12250	17508
1235	12265	17504
1236	12275	17494
1237	12284	17484
1238	12295	17475
1239	12303	17463
1240	12315	17455
1241	12323	17443
1242	12335	17437
1243	12347	17429
1244	12356	17417
1245	12366	17407
1246	12376	17398
1247	12386	17389
1248	12397	17380
1249	12406	17368
1250	12417	17360
1251	12426	17349
1252	12434	17337
1253	12444	17326
1254	12451	17312
1255	12460	17301
1256	12467	17287
1257	12476	17277
1258	12484	17263
1259	12493	17252
1260	12500	17238
1261	12512	17231
1262	12523	17223
1263	12531	17210
1264	12541	17201
1265	12550	17190
1266	12560	17179
1267	12568	17167
1268	12577	17156
1269	12584	17142
1270	12593	17131
1271	12600	17117
1272	12608	17105
1273	12615	17092
1274	12624	17079
1275	12631	17065
1276	12640	17055
1277	12647	17041
1278	12656	17030
1279	12664	17018
1280	12673	17007
1281	12680	16993
1282	12689	16982
1283	12697	16968
1284	12706	16959
1285	12714	16945
1286	12722	16933
1287	12729	16920
1288	12739	16909
1289	12747	16897
1290	12756	16887
1291	12765	16875
1292	12773	16862
1293	12780	16849
1294	12789	16838
1295	12798	16827
1296	12805	16814
1297	12814	16802
1298	12821	16789
1299	12829	16777
1300	12838	16765
1301	12846	16753
1302	12855	16742
1303	12864	16731
1304	12871	16718
1305	12879	16706
1306	12887	16693
1307	12896	16682
1308	12903	16669
1309	12913	16658
1310	12920	16646
1311	12930	16635
1312	12937	16622
1313	12947	16612
1314	12954	16599
1315	12963	16588
1316	12971	16576
1317	12983	16569
1318	12993	16560
1319	13001	16547
1320	13011	16537
1321	13019	16525
1322	13028	16514
1323	13036	16501
1324	13044	16490
1325	13052	16477
1326	13060	16466
1327	13069	16454
1328	13078	16443
1329	13085	16430
1330	13094	16420
1331	13102	16407
1332	13111	16396
1333	13118	16383
1334	13127	16372
1335	13135	16360
1336	13144	16349
1337	13151	16336
1338	13161	16326
1339	13169	16314
1340	13178	16303
1341	13185	16290
1342	13194	16279
1343	13202	16266
1344	13211	16256
1345	13218	16243
1346	13227	16231
1347	13234	16218
1348	13243	16208
1349	13251	16196
1350	13259	16184
1351	13266	16171
1352	13277	16163
1353	13286	16151
1354	13293	16138
1355	13302	16127
1356	13309	16114
1357	13316	16101
1358	13324	16089
1359	13332	16076
1360	13341	16066
1361	13348	16053
1362	13358	16043
1363	13368	16034
1364	13376	16022
1365	13385	16011
1366	13393	15999
1367	13402	15989
1368	13409	15976
1369	13419	15966
1370	13428	15955
1371	13438	15945
1372	13445	15932
1373	13454	15922
1374	13461	15909
1375	13471	15899
1376	13478	15886
1377	13489	15878
1378	13498	15867
1379	13506	15854
1380	13514	15843
1381	13522	15831
1382	13531	15820
1383	13538	15808
1384	13547	15797
1385	13555	15785
1386	13565	15775
1387	13573	15763
1388	13582	15753
1389	13593	15744
1390	13604	15736
1391	13615	15728
1392	13625	15718
1393	13637	15710
1394	13647	15702
1395	13655	15690
1396	13663	15678
1397	13671	15666
1398	13680	15655
1399	13687	15643
1400	13698	15634
1401	13706	15622
1402	13716	15612
1403	13726	15603
1404	13734	15591
1405	13742	15580
1406	13751	15569
1407	13761	15559
1408	13768	15546
1409	13779	15538
1410	13787	15526
1411	13798	15518
1412	13810	15511
1413	13823	15505
1414	13834	15497
1415	13849	15492
1416	13860	15484
1417	13874	15479
1418	13881	15466
1419	13891	15456
1420	13899	15444
1421	13909	15435
1422	13917	15423
1423	13926	15413
1424	13936	15403
1425	13943	15390
1426	13951	15378
1427	13960	15367
1428	13968	15356
1429	13977	15345
1430	13987	15336
1431	13994	15323
1432	14004	15313
1433	14013	15303
1434	14022	15293
1435	14030	15281
1436	14039	15270
1437	14046	15258
1438	14055	15247
1439	14063	15235
1440	14073	15225
1441	14080	15213
1442	14089	15203
1443	14099	15193
1444	14107	15181
1445	14114	15168
1446	14124	15158
1447	14133	15148
1448	14140	15136
1449	14149	15125
1450	14158	15115
1451	14169	15106
1452	14177	15094
1453	14187	15085
1454	14195	15074
1455	14204	15063
1456	14215	15054
1457	14226	15046
1458	14236	15036
1459	14245	15026
1460	14254	15015
1461	14264	15005
1462	14272	14994
1463	14281	14984
1464	14290	14972
1465	14301	14964
1466	14309	14953
1467	14322	14946
1468	14331	14936
1469	14340	14925
1470	14349	14915
1471	14357	14903
1472	14367	14894
1473	14378	14885
1474	14386	14873
1475	14396	14865
1476	14406	14854
1477	14416	14845
1478	14426	14836
1479	14435	14825
1480	14445	14815
1481	14454	14805
1482	14463	14795
1483	14472	14784
1484	14481	14774
1485	14491	14764
1486	14499	14753
1487	14509	14743
1488	14517	14732
1489	14528	14723
1490	14536	14712
1491	14546	14702
1492	14556	14693
1493	14565	14682
1494	14576	14674
1495	14584	14662
1496	14595	14653
1497	14603	14642
1498	14613	14632
1499	14623	14623
1500	14632	14613
1501	14644	14605
1502	14653	14595
1503	14661	14584
1504	14671	14574
1505	14680	14563
1506	14689	14553
1507	14698	14542
1508	14708	14532
1509	14716	14521
1510	14725	14511
1511	14736	14502
1512	14746	14492
1513	14756	14483
1514	14764	14472
1515	14774	14463
1516	14787	14456
1517	14797	14447
1518	14809	14438
1519	14820	14430
1520	14830	14420
1521	14842	14413
1522	14856	14407
1523	14867	14399
1524	14880	14392
1525	14893	14386
1526	14907	14380
1527	14919	14372
1528	14928	14361
1529	14940	14354
1530	14952	14347
1531	14962	14337
1532	14974	14329
1533	14985	14321
1534	14996	14312
1535	15006	14303
1536	15016	14293
1537	15025	14282
1538	15036	14274
1539	15047	14266
1540	15059	14257
1541	15070	14249
1542	15079	14238
1543	15087	14227
1544	15097	14218
1545	15106	14207
1546	15115	14197
1547	15123	14186
1548	15134	14176
1549	15144	14167
1550	15154	14157
1551	15164	14148
1552	15173	14137
1553	15183	14127
1554	15190	14116
1555	15201	14106
1556	15210	14096
1557	15218	14085
1558	15228	14075
1559	15236	14064
1560	15246	14054
1561	15254	14043
1562	15266	14036
1563	15276	14026
1564	15285	14015
1565	15295	14006
1566	15303	13994
1567	15315	13987
1568	15325	13977
1569	15333	13966
1570	15343	13957
1571	15351	13945
1572	15363	13937
1573	15372	13926
1574	15383	13918
1575	15395	13910
1576	15404	13900
1577	15413	13889
1578	15423	13880
1579	15432	13870
1580	15443	13861
1581	15451	13850
1582	15465	13843
1583	15476	13834
1584	15484	13823
1585	15495	13814
1586	15505	13805
1587	15512	13793
1588	15523	13784
1589	15531	13773
1590	15542	13764
1591	15552	13755
1592	15561	13744
1593	15570	13734
1594	15579	13724
1595	15592	13716
1596	15601	13706
1597	15612	13697
1598	15622	13687
1599	15632	13678
1600	15641	13668
1601	15651	13658
1602	15658	13646
1603	15668	13637
1604	15677	13626
1605	15689	13618
1606	15700	13609
1607	15708	13598
1608	15718	13588
1609	15726	13577
1610	15736	13567
1611	15744	13556
1612	15755	13548
1613	15766	13539
1614	15774	13528
1615	15785	13519
1616	15793	13508
1617	15806	13501
1618	15820	13494
1619	15832	13486
1620	15848	13482
1621	15858	13472
1622	15873	13467
1623	15886	13460
1624	15897	13452
1625	15907	13441
1626	15917	13432
1627	15925	13421
1628	15934	13411
1629	15944	13401
1630	15953	13390
1631	15963	13381
1632	15971	13369
1633	15982	13360
1634	15990	13349
1635	16000	13339
1636	16007	13328
1637	16019	13320
1638	16029	13310
1639	16038	13300
1640	16048	13290
1641	16055	13278
1642	16066	13269
1643	16076	13260
1644	16084	13249
1645	16094	13239
1646	16102	13228
1647	16112	13218
1648	16121	13207
1649	16130	13197
1650	16139	13186
1651	16148	13176
1652	16159	13167
1653	16167	13157
1654	16177	13147
1655	16185	13136
1656	16195	13126
1657	16203	13115
1658	16213	13105
1659	16221	13094
1660	16230	13083
1661	16239	13074
1662	16248	13063
1663	16259	13054
1664	16267	13043
1665	16277	13034
1666	16287	13023
1667	16296	13013
1668	16306	13004
1669	16314	12993
1670	16325	12983
1671	16333	12972
1672	16342	12962
1673	16350	12951
1674	16359	12941
1675	16369	12931
