iter	Passed	Remaining
1676	16377	12920
1677	16386	12910
1678	16395	12899
1679	16405	12889
1680	16412	12878
1681	16424	12869
1682	16432	12858
1683	16442	12849
1684	16452	12839
1685	16460	12828
1686	16470	12819
1687	16478	12808
1688	16489	12799
1689	16498	12788
1690	16507	12778
1691	16517	12768
1692	16526	12758
1693	16536	12748
1694	16543	12737
1695	16553	12727
1696	16561	12716
1697	16572	12707
1698	16581	12697
1699	16589	12686
1700	16599	12676
1701	16607	12665
1702	16617	12655
1703	16625	12644
1704	16635	12635
1705	16647	12626
1706	16656	12616
1707	16665	12606
1708	16673	12595
1709	16683	12585
1710	16691	12574
1711	16701	12565
1712	16711	12555
1713	16721	12546
1714	16732	12537
1715	16740	12526
1716	16751	12517
1717	16760	12507
1718	16769	12496
1719	16779	12487
1720	16788	12476
1721	16802	12469
1722	16813	12461
1723	16827	12454
1724	16838	12445
1725	16851	12438
1726	16862	12429
1727	16872	12420
1728	16882	12410
1729	16893	12401
1730	16902	12391
1731	16913	12382
1732	16921	12371
1733	16932	12362
1734	16942	12352
1735	16950	12341
1736	16960	12332
1737	16969	12321
1738	16979	12312
1739	16987	12301
1740	16997	12291
1741	17006	12281
1742	17017	12272
1743	17028	12263
1744	17038	12254
1745	17049	12245
1746	17061	12236
1747	17069	12226
1748	17079	12216
1749	17089	12206
1750	17098	12196
1751	17108	12186
1752	17116	12175
1753	17126	12166
1754	17135	12155
1755	17146	12147
1756	17157	12137
1757	17165	12127
1758	17175	12117
1759	17185	12108
1760	17197	12099
1761	17209	12091
1762	17219	12082
1763	17227	12071
1764	17237	12061
1765	17246	12051
1766	17258	12042
1767	17269	12033
1768	17278	12023
1769	17288	12014
1770	17296	12003
1771	17306	11993
1772	17318	11985
1773	17328	11975
1774	17338	11966
1775	17349	11956
1776	17359	11947
1777	17369	11938
1778	17378	11927
1779	17392	11920
1780	17404	11912
1781	17415	11903
1782	17427	11895
1783	17441	11888
1784	17453	11879
1785	17465	11871
1786	17473	11861
1787	17484	11851
1788	17492	11840
1789	17503	11831
1790	17515	11823
1791	17523	11812
1792	17534	11803
1793	17543	11793
1794	17551	11782
1795	17558	11771
1796	17570	11762
1797	17578	11751
1798	17585	11739
1799	17594	11729
1800	17601	11717
1801	17608	11706
1802	17616	11695
1803	17623	11684
1804	17632	11673
1805	17640	11662
1806	17648	11651
1807	17655	11640
1808	17664	11630
1809	17672	11618
1810	17682	11609
1811	17690	11598
1812	17699	11588
1813	17707	11577
1814	17715	11566
1815	17723	11555
1816	17730	11543
1817	17737	11532
1818	17747	11522
1819	17754	11511
1820	17763	11500
1821	17771	11489
1822	17780	11479
1823	17788	11468
1824	17796	11458
1825	17804	11447
1826	17812	11436
1827	17819	11424
1828	17827	11414
1829	17834	11402
1830	17842	11391
1831	17849	11380
1832	17873	11379
1833	17883	11369
1834	17892	11359
1835	17899	11348
1836	17909	11338
1837	17920	11329
1838	17927	11318
1839	17936	11307
1840	17945	11297
1841	17954	11287
1842	17962	11276
1843	17971	11266
1844	17978	11255
1845	17987	11244
1846	17997	11234
1847	18006	11224
1848	18014	11213
1849	18022	11203
1850	18029	11191
1851	18038	11181
1852	18045	11170
1853	18054	11160
1854	18062	11148
1855	18070	11138
1856	18078	11127
1857	18088	11117
1858	18095	11106
1859	18103	11095
1860	18110	11084
1861	18119	11074
1862	18126	11062
1863	18135	11052
1864	18143	11041
1865	18153	11031
1866	18160	11021
1867	18169	11010
1868	18176	10999
1869	18185	10989
1870	18192	10977
1871	18203	10968
1872	18211	10957
1873	18218	10946
1874	18226	10935
1875	18235	10926
1876	18243	10914
1877	18251	10904
1878	18259	10893
1879	18267	10882
1880	18275	10871
1881	18284	10861
1882	18292	10851
1883	18301	10840
1884	18309	10830
1885	18318	10819
1886	18327	10810
1887	18335	10799
1888	18345	10789
1889	18352	10778
1890	18361	10768
1891	18368	10757
1892	18377	10746
1893	18386	10736
1894	18396	10726
1895	18403	10715
1896	18413	10706
1897	18423	10696
1898	18431	10686
1899	18440	10675
1900	18448	10665
1901	18457	10655
1902	18464	10644
1903	18473	10634
1904	18481	10623
1905	18490	10612
1906	18497	10601
1907	18507	10592
1908	18515	10581
1909	18524	10571
1910	18532	10561
1911	18542	10551
1912	18549	10540
1913	18558	10530
1914	18565	10519
1915	18576	10509
1916	18583	10498
1917	18592	10488
1918	18599	10477
1919	18609	10467
1920	18616	10456
1921	18625	10446
1922	18632	10435
1923	18642	10425
1924	18649	10414
1925	18658	10404
1926	18666	10394
1927	18674	10383
1928	18683	10373
1929	18691	10362
1930	18700	10352
1931	18709	10342
1932	18718	10332
1933	18727	10322
1934	18736	10312
1935	18744	10301
1936	18754	10292
1937	18767	10284
1938	18776	10274
1939	18789	10266
1940	18801	10257
1941	18811	10248
1942	18823	10240
1943	18833	10230
1944	18841	10219
1945	18850	10210
1946	18858	10199
1947	18867	10189
1948	18876	10178
1949	18885	10169
1950	18892	10158
1951	18901	10147
1952	18908	10136
1953	18918	10127
1954	18927	10117
1955	18936	10107
1956	18945	10097
1957	18952	10086
1958	18962	10076
1959	18970	10065
1960	18979	10055
1961	18987	10045
1962	18996	10035
1963	19004	10024
1964	19014	10015
1965	19021	10004
1966	19032	9995
1967	19042	9985
1968	19051	9975
1969	19060	9965
1970	19068	9954
1971	19077	9945
1972	19085	9934
1973	19094	9924
1974	19101	9913
1975	19110	9903
1976	19118	9892
1977	19127	9883
1978	19135	9872
1979	19145	9862
1980	19154	9852
1981	19165	9843
1982	19174	9833
1983	19182	9823
1984	19191	9813
1985	19199	9802
1986	19209	9793
1987	19216	9782
1988	19226	9772
1989	19233	9761
1990	19243	9752
1991	19251	9741
1992	19260	9731
1993	19268	9720
1994	19276	9710
1995	19284	9700
1996	19294	9690
1997	19301	9679
1998	19311	9670
1999	19320	9660
2000	19328	9649
2001	19337	9639
2002	19346	9629
2003	19359	9621
2004	19370	9612
2005	19379	9602
2006	19389	9593
2007	19398	9583
2008	19414	9576
2009	19441	9575
2010	19453	9567
2011	19464	9557
2012	19475	9549
2013	19485	9539
2014	19493	9529
2015	19505	9520
2016	19513	9509
2017	19524	9500
2018	19532	9490
2019	19541	9480
2020	19552	9471
2021	19560	9461
2022	19574	9453
2023	19591	9447
2024	19602	9438
2025	19610	9427
2026	19622	9419
2027	19632	9409
2028	19641	9399
2029	19651	9389
2030	19658	9379
2031	19669	9370
2032	19676	9359
2033	19687	9350
2034	19696	9340
2035	19704	9329
2036	19713	9319
2037	19721	9309
2038	19731	9299
2039	19740	9289
2040	19749	9279
2041	19758	9269
2042	19769	9260
2043	19777	9249
2044	19785	9239
2045	19796	9230
2046	19805	9220
2047	19815	9211
2048	19827	9202
2049	19835	9192
2050	19847	9183
2051	19855	9172
2052	19866	9163
2053	19875	9153
2054	19883	9143
2055	19892	9133
2056	19901	9123
2057	19913	9114
2058	19925	9106
2059	19935	9096
2060	19950	9089
2061	19962	9081
2062	19973	9071
2063	19984	9062
2064	19997	9054
2065	20010	9046
2066	20019	9036
2067	20029	9026
2068	20040	9017
2069	20049	9007
2070	20059	8998
2071	20067	8987
2072	20078	8978
2073	20089	8969
2074	20098	8959
2075	20109	8950
2076	20118	8940
2077	20127	8930
2078	20137	8920
2079	20147	8911
2080	20158	8902
2081	20166	8891
2082	20178	8883
2083	20188	8873
2084	20195	8862
2085	20205	8853
2086	20214	8843
2087	20225	8834
2088	20236	8825
2089	20245	8814
2090	20255	8805
2091	20263	8795
2092	20273	8785
2093	20280	8774
2094	20291	8765
2095	20299	8755
2096	20308	8745
2097	20317	8735
2098	20325	8724
2099	20335	8715
2100	20343	8704
2101	20353	8695
2102	20361	8684
2103	20373	8676
2104	20382	8666
2105	20393	8657
2106	20403	8647
2107	20411	8636
2108	20420	8627
2109	20427	8616
2110	20436	8606
2111	20443	8595
2112	20454	8586
2113	20463	8576
2114	20471	8566
2115	20481	8556
2116	20490	8546
2117	20499	8536
2118	20506	8525
2119	20514	8515
2120	20522	8504
2121	20531	8494
2122	20538	8484
2123	20547	8474
2124	20556	8464
2125	20565	8454
2126	20573	8444
2127	20583	8434
2128	20591	8424
2129	20601	8414
2130	20610	8404
2131	20618	8394
2132	20627	8384
2133	20634	8373
2134	20644	8364
2135	20652	8353
2136	20662	8344
2137	20670	8334
2138	20680	8324
2139	20688	8314
2140	20699	8304
2141	20710	8295
2142	20718	8285
2143	20732	8277
2144	20748	8270
2145	20760	8261
2146	20771	8252
2147	20781	8242
2148	20794	8234
2149	20804	8225
2150	20813	8215
2151	20821	8204
2152	20829	8194
2153	20838	8184
2154	20846	8174
2155	20855	8164
2156	20864	8154
2157	20873	8144
2158	20881	8133
2159	20890	8123
2160	20897	8113
2161	20907	8103
2162	20915	8093
2163	20926	8084
2164	20933	8073
2165	20942	8063
2166	20952	8054
2167	20960	8044
2168	20970	8034
2169	20979	8024
2170	20993	8016
2171	21002	8006
2172	21010	7996
2173	21021	7986
2174	21029	7976
2175	21040	7967
2176	21047	7956
2177	21056	7946
2178	21065	7936
2179	21073	7926
2180	21081	7916
2181	21090	7906
2182	21100	7896
2183	21108	7886
2184	21118	7877
2185	21127	7867
2186	21136	7857
2187	21144	7847
2188	21155	7837
2189	21163	7827
2190	21171	7817
2191	21181	7807
2192	21188	7797
2193	21198	7787
2194	21205	7777
2195	21215	7767
2196	21222	7756
2197	21231	7746
2198	21287	7753
2199	21306	7747
2200	21317	7738
2201	21325	7728
2202	21335	7718
2203	21343	7708
2204	21351	7698
2205	21358	7687
2206	21367	7677
2207	21375	7667
2208	21383	7657
2209	21390	7646
2210	21398	7636
2211	21406	7625
2212	21414	7615
2213	21422	7605
2214	21431	7595
2215	21439	7585
2216	21447	7574
2217	21455	7564
2218	21464	7554
2219	21473	7544
2220	21482	7534
2221	21492	7525
2222	21499	7514
2223	21508	7504
2224	21516	7494
2225	21525	7484
2226	21533	7474
2227	21543	7464
2228	21551	7454
2229	21559	7444
2230	21568	7434
2231	21577	7424
2232	21585	7414
2233	21592	7403
2234	21600	7393
2235	21610	7384
2236	21619	7374
2237	21627	7363
2238	21635	7353
2239	21644	7343
2240	21652	7333
2241	21659	7322
2242	21668	7312
2243	21675	7302
2244	21684	7292
2245	21691	7282
2246	21700	7272
2247	21707	7261
2248	21715	7251
2249	21723	7241
2250	21730	7230
2251	21740	7221
2252	21747	7210
2253	21756	7200
2254	21765	7190
2255	21774	7180
2256	21783	7171
2257	21794	7162
2258	21806	7153
2259	21819	7144
2260	21828	7134
2261	21838	7125
2262	21849	7115
2263	21859	7106
2264	21870	7097
2265	21882	7088
2266	21892	7078
2267	21905	7069
2268	21917	7061
2269	21928	7052
2270	21945	7044
2271	21967	7038
2272	21980	7030
2273	21989	7020
2274	22000	7011
2275	22009	7001
2276	22018	6991
2277	22029	6982
2278	22038	6972
2279	22049	6962
2280	22056	6952
2281	22065	6942
2282	22073	6932
2283	22082	6922
2284	22090	6912
2285	22100	6902
2286	22108	6892
2287	22117	6882
2288	22127	6873
2289	22134	6862
2290	22143	6852
2291	22151	6842
2292	22163	6833
2293	22174	6824
2294	22182	6814
2295	22190	6804
2296	22199	6794
2297	22210	6785
2298	22219	6774
2299	22228	6765
2300	22235	6754
2301	22244	6744
2302	22252	6734
2303	22261	6724
2304	22268	6714
2305	22277	6704
2306	22284	6694
2307	22293	6684
2308	22301	6673
2309	22311	6664
2310	22320	6654
2311	22342	6648
2312	22350	6638
2313	22360	6628
2314	22367	6618
2315	22377	6608
2316	22386	6598
2317	22393	6588
2318	22402	6578
2319	22409	6568
2320	22417	6558
2321	22425	6548
2322	22433	6537
2323	22441	6527
2324	22456	6519
2325	22467	6510
2326	22478	6501
2327	22488	6491
2328	22500	6482
2329	22511	6473
2330	22522	6463
2331	22533	6454
2332	22542	6444
2333	22552	6435
2334	22560	6425
2335	22571	6415
2336	22581	6406
2337	22591	6396
2338	22600	6386
2339	22611	6377
2340	22621	6368
2341	22631	6358
2342	22640	6348
2343	22649	6338
2344	22658	6328
2345	22668	6319
2346	22675	6308
2347	22686	6299
2348	22695	6289
2349	22705	6280
2350	22716	6270
2351	22731	6262
2352	22742	6253
2353	22756	6244
2354	22766	6235
2355	22776	6225
2356	22786	6216
2357	22797	6206
2358	22805	6196
2359	22815	6187
2360	22826	6178
2361	22834	6167
2362	22845	6158
2363	22854	6148
2364	22864	6139
2365	22872	6129
2366	22883	6119
2367	22893	6110
2368	22904	6100
2369	22913	6091
2370	22921	6080
2371	22930	6070
2372	22942	6061
2373	22949	6051
2374	22958	6041
2375	22966	6031
2376	22975	6021
2377	22983	6011
2378	22993	6001
2379	23001	5991
2380	23011	5982
2381	23018	5971
2382	23027	5962
2383	23034	5951
2384	23045	5942
2385	23052	5932
2386	23061	5922
2387	23069	5912
2388	23078	5902
2389	23090	5893
2390	23099	5883
2391	23112	5874
2392	23122	5865
2393	23130	5855
2394	23140	5845
2395	23148	5835
2396	23157	5825
2397	23165	5815
2398	23174	5805
2399	23181	5795
2400	23191	5785
2401	23198	5775
2402	23206	5765
2403	23214	5755
2404	23225	5745
2405	23232	5735
2406	23240	5725
2407	23248	5715
2408	23256	5705
2409	23263	5695
2410	23272	5685
2411	23279	5675
2412	23288	5665
2413	23295	5654
2414	23304	5645
2415	23311	5634
2416	23321	5625
2417	23329	5615
2418	23338	5605
2419	23345	5595
2420	23354	5585
2421	23361	5575
2422	23371	5565
2423	23381	5556
2424	23388	5545
2425	23397	5535
2426	23405	5525
2427	23413	5515
2428	23421	5505
2429	23429	5495
2430	23438	5485
2431	23446	5476
2432	23454	5465
2433	23462	5455
2434	23471	5446
2435	23480	5436
2436	23487	5426
2437	23495	5416
2438	23504	5406
2439	23513	5396
2440	23520	5386
2441	23529	5376
2442	23537	5366
2443	23547	5356
2444	23554	5346
2445	23563	5336
2446	23570	5326
2447	23580	5317
2448	23587	5306
2449	23596	5297
2450	23604	5287
2451	23613	5277
2452	23622	5267
2453	23632	5258
2454	23639	5247
2455	23648	5238
2456	23657	5228
2457	23665	5218
2458	23674	5208
2459	23682	5198
2460	23690	5188
2461	23697	5178
2462	23709	5169
2463	23717	5159
2464	23726	5149
2465	23734	5139
2466	23743	5129
2467	23753	5120
2468	23763	5110
2469	23773	5101
2470	23781	5091
2471	23790	5081
2472	23798	5071
2473	23806	5061
2474	23813	5051
2475	23822	5041
2476	23829	5031
2477	23840	5022
2478	23848	5012
2479	23857	5002
2480	23867	4992
2481	23875	4982
2482	23886	4973
2483	23894	4963
2484	23905	4954
2485	23914	4944
2486	23922	4934
2487	23932	4924
2488	23942	4915
2489	23951	4905
2490	23959	4895
2491	23969	4886
2492	23980	4876
2493	23989	4867
2494	23999	4857
2495	24009	4848
2496	24020	4838
2497	24031	4829
2498	24041	4819
2499	24055	4811
2500	24066	4801
2501	24079	4792
2502	24088	4783
2503	24102	4774
2504	24116	4765
2505	24138	4758
2506	24151	4749
2507	24159	4739
2508	24168	4729
2509	24179	4720
2510	24187	4710
2511	24199	4701
2512	24208	4691
2513	24217	4681
2514	24227	4672
2515	24236	4662
2516	24249	4653
2517	24261	4644
2518	24270	4634
2519	24280	4624
2520	24289	4615
2521	24299	4605
2522	24311	4596
2523	24322	4586
2524	24332	4577
2525	24342	4567
2526	24351	4558
2527	24361	4548
2528	24369	4538
2529	24378	4528
2530	24387	4519
2531	24396	4509
2532	24406	4499
2533	24414	4489
2534	24424	4480
2535	24432	4470
2536	24441	4460
2537	24450	4450
2538	24461	4441
2539	24471	4431
2540	24480	4422
2541	24489	4412
2542	24498	4402
2543	24508	4393
2544	24520	4383
2545	24528	4373
2546	24538	4364
2547	24547	4354
2548	24559	4345
2549	24571	4336
2550	24579	4326
2551	24589	4316
2552	24597	4306
2553	24607	4297
2554	24616	4287
2555	24624	4277
2556	24633	4267
2557	24642	4258
2558	24652	4248
2559	24660	4238
2560	24670	4228
2561	24681	4219
2562	24693	4210
2563	24706	4201
2564	24723	4192
2565	24734	4183
2566	24743	4173
2567	24753	4164
2568	24760	4154
2569	24770	4144
2570	24779	4134
2571	24788	4124
2572	24798	4115
2573	24806	4105
2574	24816	4095
2575	24823	4085
2576	24833	4076
2577	24842	4066
2578	24851	4056
2579	24859	4046
2580	24868	4037
2581	24877	4027
2582	24885	4017
2583	24895	4007
2584	24905	3998
2585	24914	3988
2586	24923	3978
2587	24933	3969
2588	24941	3959
2589	24950	3949
2590	24959	3940
2591	24968	3930
2592	24977	3920
2593	24986	3910
2594	24998	3901
2595	25006	3891
2596	25016	3881
2597	25026	3872
2598	25035	3862
2599	25045	3853
2600	25057	3843
2601	25068	3834
2602	25078	3824
2603	25087	3815
2604	25099	3805
2605	25111	3796
2606	25123	3787
2607	25132	3777
2608	25142	3768
2609	25152	3758
2610	25164	3749
2611	25174	3739
2612	25183	3729
2613	25196	3720
2614	25206	3711
2615	25217	3701
2616	25228	3692
2617	25239	3682
2618	25248	3673
2619	25259	3663
2620	25268	3653
2621	25278	3644
2622	25288	3634
2623	25296	3624
2624	25310	3615
2625	25323	3606
2626	25334	3597
2627	25345	3587
2628	25355	3578
2629	25363	3568
2630	25374	3558
2631	25385	3549
2632	25393	3539
2633	25403	3529
2634	25412	3520
2635	25423	3510
2636	25431	3500
2637	25441	3491
2638	25450	3481
2639	25460	3471
2640	25468	3462
2641	25477	3452
2642	25488	3442
2643	25497	3433
2644	25507	3423
2645	25517	3413
2646	25526	3404
2647	25535	3394
2648	25544	3384
2649	25553	3375
2650	25561	3365
2651	25570	3355
2652	25579	3345
2653	25587	3335
2654	25596	3326
2655	25604	3316
2656	25614	3306
2657	25623	3296
2658	25633	3287
2659	25641	3277
2660	25651	3267
2661	25659	3257
2662	25668	3248
2663	25676	3238
2664	25685	3228
2665	25694	3219
2666	25702	3209
2667	25712	3199
2668	25721	3189
2669	25731	3180
2670	25740	3170
2671	25749	3160
2672	25758	3151
2673	25767	3141
2674	25777	3131
2675	25785	3121
2676	25794	3112
2677	25802	3102
2678	25812	3092
2679	25820	3083
2680	25831	3073
2681	25840	3063
2682	25848	3054
2683	25858	3044
2684	25866	3034
2685	25875	3024
2686	25883	3015
2687	25893	3005
2688	25901	2995
2689	25912	2986
2690	25922	2976
2691	25930	2966
2692	25940	2957
2693	25948	2947
2694	25958	2937
2695	25966	2927
2696	25976	2918
2697	25983	2908
2698	25993	2898
2699	26000	2888
2700	26009	2879
2701	26016	2869
2702	26026	2859
2703	26034	2849
2704	26043	2840
2705	26053	2830
2706	26061	2820
2707	26071	2811
2708	26079	2801
2709	26088	2791
2710	26096	2781
2711	26105	2772
2712	26114	2762
2713	26124	2752
2714	26133	2743
2715	26142	2733
2716	26152	2724
2717	26160	2714
2718	26170	2704
2719	26177	2694
2720	26189	2685
2721	26197	2675
2722	26205	2665
2723	26211	2655
2724	26220	2646
2725	26227	2636
2726	26237	2626
2727	26245	2616
2728	26253	2607
2729	26261	2597
2730	26269	2587
2731	26276	2577
2732	26284	2567
2733	26291	2558
2734	26301	2548
2735	26309	2538
2736	26319	2529
2737	26328	2519
2738	26337	2509
2739	26346	2500
2740	26354	2490
2741	26362	2480
2742	26370	2470
2743	26378	2460
2744	26385	2451
2745	26393	2441
2746	26400	2431
2747	26408	2421
2748	26415	2411
2749	26422	2402
2750	26431	2392
2751	26438	2382
2752	26450	2373
2753	26458	2363
2754	26467	2353
2755	26476	2344
2756	26484	2334
2757	26494	2324
2758	26502	2315
2759	26511	2305
2760	26519	2295
2761	26528	2285
2762	26536	2276
2763	26546	2266
2764	26553	2256
2765	26563	2247
2766	26573	2237
2767	26581	2227
2768	26589	2218
2769	26598	2208
2770	26607	2198
2771	26616	2189
2772	26624	2179
2773	26632	2169
2774	26642	2160
2775	26649	2150
2776	26660	2140
2777	26672	2131
2778	26682	2121
2779	26694	2112
2780	26705	2103
2781	26716	2093
2782	26726	2083
2783	26737	2074
2784	26744	2064
2785	26754	2055
2786	26763	2045
2787	26771	2035
2788	26778	2025
2789	26787	2016
2790	26797	2006
2791	26806	1997
2792	26814	1987
2793	26824	1977
2794	26831	1967
2795	26841	1958
2796	26850	1948
2797	26858	1939
2798	26871	1929
2799	26878	1919
2800	26887	1910
2801	26895	1900
2802	26905	1890
2803	26913	1881
2804	26922	1871
2805	26929	1861
2806	26938	1852
2807	26946	1842
2808	26954	1832
2809	26962	1823
2810	26972	1813
2811	26981	1803
2812	26989	1794
2813	26998	1784
2814	27005	1774
2815	27014	1765
2816	27021	1755
2817	27029	1745
2818	27037	1735
2819	27046	1726
2820	27056	1716
2821	27066	1707
2822	27073	1697
2823	27082	1687
2824	27088	1678
2825	27097	1668
2826	27104	1658
2827	27113	1649
2828	27120	1639
2829	27129	1629
2830	27136	1619
2831	27145	1610
2832	27152	1600
2833	27162	1590
2834	27169	1581
2835	27178	1571
2836	27186	1561
2837	27194	1552
2838	27203	1542
2839	27212	1533
2840	27219	1523
2841	27228	1513
2842	27235	1504
2843	27244	1494
2844	27251	1484
2845	27260	1475
2846	27267	1465
2847	27277	1455
2848	27285	1446
2849	27294	1436
2850	27301	1426
2851	27310	1417
2852	27317	1407
2853	27327	1397
2854	27335	1388
2855	27344	1378
2856	27352	1369
2857	27361	1359
2858	27368	1349
2859	27378	1340
2860	27385	1330
2861	27394	1320
2862	27401	1311
2863	27410	1301
2864	27417	1291
2865	27425	1282
2866	27433	1272
2867	27441	1263
2868	27449	1253
2869	27457	1243
2870	27464	1234
2871	27472	1224
2872	27480	1214
2873	27489	1205
2874	27498	1195
2875	27507	1185
2876	27514	1176
2877	27523	1166
2878	27530	1157
2879	27539	1147
2880	27547	1137
2881	27557	1128
2882	27569	1118
2883	27579	1109
2884	27591	1099
2885	27601	1090
2886	27610	1080
2887	27621	1071
2888	27634	1061
2889	27645	1052
2890	27657	1042
2891	27667	1033
2892	27676	1023
2893	27689	1014
2894	27700	1004
2895	27709	995
2896	27718	985
2897	27728	975
2898	27739	966
2899	27750	956
2900	27758	947
2901	27769	937
2902	27780	928
2903	27789	918
2904	27798	909
2905	27805	899
2906	27814	889
2907	27821	880
2908	27830	870
2909	27838	860
2910	27847	851
2911	27854	841
2912	27864	832
2913	27872	822
2914	27881	812
2915	27887	803
2916	27896	793
2917	27904	784
2918	27913	774
2919	27922	765
2920	27931	755
2921	27938	745
2922	27948	736
2923	27955	726
2924	27965	717
2925	27971	707
2926	27981	697
2927	27988	688
2928	27998	678
2929	28005	669
2930	28014	659
2931	28021	649
2932	28031	640
2933	28038	630
2934	28048	621
2935	28055	611
2936	28067	602
2937	28077	592
2938	28084	582
2939	28093	573
2940	28100	563
2941	28110	554
2942	28118	544
2943	28126	535
2944	28135	525
2945	28145	515
2946	28152	506
2947	28161	496
2948	28169	487
2949	28178	477
2950	28185	468
2951	28195	458
2952	28202	448
2953	28212	439
2954	28222	429
2955	28230	420
2956	28240	410
2957	28248	401
2958	28257	391
2959	28265	381
2960	28275	372
2961	28282	362
2962	28291	353
2963	28299	343
2964	28308	334
2965	28315	324
2966	28324	315
2967	28332	305
2968	28341	295
2969	28349	286
2970	28357	276
2971	28364	267
2972	28374	257
2973	28382	248
2974	28390	238
2975	28397	229
2976	28406	219
2977	28414	209
2978	28423	200
2979	28432	190
2980	28440	181
2981	28449	171
2982	28458	162
2983	28468	152
2984	28475	143
2985	28484	133
2986	28492	124
2987	28501	114
2988	28508	104
2989	28518	95
2990	28525	85
2991	28533	76
2992	28540	66
2993	28549	57
2994	28556	47
2995	28566	38
2996	28575	28
2997	28584	19
2998	28591	9
2999	28601	0
